Tech,Health,Finance,Consumer,Energy,Weapons
0.9748413346793806,0.9941223685081704,0.9966383959486353,0.9964470310881604,1.0131339602850602,1.0002454254441324
0.96431155187012,1.002256941247221,1.0008872335305277,0.9938217236446457,1.0243019817996328,1.011020720033578
0.9732736798680813,1.0024495357311054,1.006593027438743,0.9963899644925667,1.0187163640320618,1.0205513244044246
1.0074300853685172,1.0324192888140054,1.025782547648157,1.0262108907026666,1.0377670087301887,1.0349227892047919
1.0010896705039654,1.0319951833210272,1.0335593474107951,1.0221957374067097,1.02135738757976,1.0333389838235865
0.9831360324083108,1.0353388245873856,1.0229571416111989,1.0136019351537637,1.0193554306195598,1.0388387311834344
0.950093354859026,1.0294748908245732,0.9966074471764171,0.9893924271484965,1.0226434769459845,1.0136934364135775
0.9463499052968153,1.0186886419758487,0.9986786025587235,0.989111063653915,1.0130787472432197,1.0117794974924512
0.9339452190395001,1.0075468787616053,0.9846701011342145,0.9833724923046346,1.007675914945851,1.0049875976085125
0.9547580339052074,1.0104516478591474,1.006902011210419,0.9837403279222384,1.0277909261099456,1.0114955554700082
0.9603166438154439,1.024107065625374,1.0009255405806348,0.9777023280808051,1.0357322103524707,1.0082143706017268
0.924269834304933,1.0270610379441119,0.990573478538493,0.9492708158969071,1.0366236680943268,0.9907408036505778
0.9027202109046517,1.0132028989755504,0.9756744719754672,0.9299085580410711,1.005795768335347,0.98213876976523
0.9099982562837591,0.9983543672298517,0.9744992775951966,0.9429793870477522,1.0078935135276998,0.9829686647118466
0.8981624796881084,1.0005923251867668,0.9641924887332929,0.9334751557678388,1.0069559668021748,0.9914909177489151
0.9193213927224705,1.0059098045676176,0.9865148596782218,0.9565111416523032,1.013710162793592,0.9878087525796602
0.9193526382744217,1.022231674732533,0.9899744593393398,0.9576348902235499,1.0270726872553604,0.9672988910849291
0.9547912666448733,1.0486253501656804,1.0151331098346423,0.9946247283162956,1.0374333907260223,0.9759755864384264
0.9502891859773648,1.053956447518285,1.002350254972849,0.993834054952383,1.030242012398362,0.9715561257424391
0.952374393688828,1.0605641100837369,1.0163395261448134,0.9974140667358145,1.0419046845634439,0.9701537002048517
0.9703832996088063,1.0633130244384785,1.0290740085321008,1.0267822026712032,1.0661454011901894,0.9728854669283542
0.9295952113510954,1.0466952393073765,0.9800872395189189,0.9887780864859764,1.043137704159995,0.9403059248877836
0.9333347835562236,1.0430425527573832,0.9709569548551336,0.9980368416815155,1.0333474029372147,0.9503896425625977
0.9004311540373835,1.0240729605048484,0.9456020507777512,0.9677930970905271,1.021603052699736,0.9447750092573626
0.911200127785367,1.0240440450644284,0.9331780580574429,0.9661529486255509,1.0212701059503038,0.9745320190032455
0.9158506066900829,1.024843321901454,0.9254646036291116,0.9716113206852114,1.016594992687101,0.9637416452011041
0.921541868905653,1.03177891922017,0.9289416802201231,0.9796081417219732,1.0197656587190516,0.9686275326966387
0.9254304074022177,1.0386210850780986,0.9271485446881063,0.9759219558128646,1.0389807310565722,0.9645217373194956
0.900169041072192,0.9888178808565834,0.9201200229985794,0.9576849639092602,1.0181664704892412,0.9521549776850338
0.881128227386443,0.9654157500635238,0.907702505441333,0.9273763988856956,0.988340134460396,0.9268787721442947
0.8915464566893828,0.956945859794575,0.9091675700778217,0.9358481803200935,0.9892448903663584,0.9280433238822853
0.8798298415864545,0.9434840617725707,0.8985334088777474,0.914294580333539,0.9734094010335904,0.9123317369857539
0.8623643585124464,0.9350727561063656,0.8893758163091005,0.8947551510228391,0.9652000147196457,0.879857774262151
0.8333891256551487,0.9292156131721278,0.8629078402753197,0.891359103716641,0.9475176193708815,0.8509033785544767
0.8136649634774954,0.8993086457521576,0.8429738458855884,0.8555714945581554,0.9142743577025055,0.8165080818342331
0.8688617686324985,0.9342731490976708,0.8913037873515977,0.9186445195080364,0.9542910532565898,0.8418567716621991
0.8699993711577768,0.944218286175568,0.9019123053750994,0.921481359174521,0.9614284766547357,0.8586658508286044
0.8659945615846886,0.9450259029832218,0.8990716388491532,0.9257968903520004,0.9595733180200136,0.8623506138510191
0.871768433086609,0.9581754196732859,0.9068773267098982,0.9409223987745712,0.9622324546710709,0.8692439896047801
0.8736859087592718,0.9448130519041649,0.9182817805518607,0.9463986120039221,0.9626807779643073,0.8791337414766679
0.8256683266633584,0.9224091866607305,0.8955649846796444,0.9252129516948984,0.9635952835239046,0.8510582626329282
0.86502096879437,0.9381866433778396,0.9318286651582786,0.958220913141816,1.0026481611394056,0.8778492954095224
0.8641221308532038,0.938453649815557,0.9374027161148664,0.9765401904300459,1.0000777300833192,0.8833470170742113
0.8738287483064976,0.9513490997470407,0.9379017182811438,0.988821677872013,1.0081428409164181,0.8919574918946575
0.8825018342805436,0.9486348163272641,0.9441164869287298,0.9924831182627547,1.013769501572211,0.895252163713365
0.8803665699973372,0.9446292793451059,0.9443097763576979,0.991492567019944,1.0227407266047097,0.9124258273955891
0.8716167484208405,0.9525688893425711,0.9450901976167585,0.9862847468611519,1.0200874315128425,0.9095103167795832
0.8616929346285734,0.9456949985145509,0.9502622624046695,0.9811503952823181,1.0054790689296422,0.9163813109881688
0.8848275117092134,0.9622229985950338,0.9553010026360598,0.9985220862368342,1.0134298526821333,0.9140993692063679
0.890515908113933,0.9600275380766512,0.9806571308122237,0.9969685236213333,1.0163830167091799,0.9058272429634231
